معرف الفرع*,معرف العقد*,معرف الشركة*,نوع الزيارة*,حالة الزيارة*,تاريخ الجدولة*,وقت الجدولة,تاريخ التنفيذ,وقت التنفيذ,المدة المتوقعة,خدمة التكييف,خدمة الكهرباء,خدمة السباكة,خدمة النجارة,خدمة الدهان,خدمة التنظيف,خدمة الحدادة,خدمة السيراميك,خدمة الزجاج,خدمة الألمنيوم,خدمة الأرضيات,خدمة الأسقف,خدمة الجدران,حالة الزيارة,ملاحظات,مصدر البيانات
0033-JED-011-0011,0033-011,0033,regular,completed,8-Jul-2024,09:00,8-Jul-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-015-0015,0033-015,0033,regular,completed,17-Jan-2024,09:00,17-Jan-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-014-0014,0033-014,0033,regular,completed,9-Jul-2024,09:00,9-Jul-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-013-0013,0033-013,0033,regular,completed,22-Jan-2024,09:00,22-Jan-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-006-0006,0033-006,0033,regular,completed,13-Jul-2024,09:00,13-Jul-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-008-0008,0033-008,0033,regular,completed,22-Jan-2024,09:00,22-Jan-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-005-0005,0033-005,0033,regular,completed,22-Jul-2024,09:00,22-Jul-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-001-0001,0033-001,0033,regular,completed,28-Dec-2024,09:00,28-Dec-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-010-0010,0033-010,0033,regular,completed,22-Jan-2024,09:00,22-Jan-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-002-0002,0033-002,0033,regular,completed,22-Jan-2024,09:00,22-Jan-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-004-0004,0033-004,0033,regular,completed,22-Jul-2024,09:00,22-Jul-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-003-0003,0033-003,0033,regular,completed,30-Dec-2024,09:00,30-Dec-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-007-0007,0033-007,0033,regular,completed,3-Mar-2024,09:00,3-Mar-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-012-0012,0033-012,0033,regular,completed,5-Aug-2024,09:00,5-Aug-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0068-JED-001-0001,0068-001,0068,regular,completed,1-Apr-2024,09:00,1-Apr-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0046-JED-001-0001,0046-001,0046,regular,completed,1-Jun-2024,09:00,1-Jun-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0046-JED-001-0001,0046-001,0046,regular,completed,19-May-2024,09:00,19-May-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0046-JED-001-0001,0046-001,0046,regular,completed,4-Apr-2024,09:00,4-Apr-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0011-JED-001-0001,0011-001,0011,regular,completed,15-Feb-25,09:00,15-Feb-25,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0011-JED-001-0001,0011-001,0011,regular,completed,1-Sep-2024,09:00,1-Sep-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0011-JED-001-0001,0011-001,0011,regular,completed,1-Oct-2024,09:00,1-Oct-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0011-JED-001-0001,0011-001,0011,regular,completed,28-May-2024,09:00,28-May-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0011-JED-001-0001,0011-001,0011,regular,completed,20-Apr-2024,09:00,20-Apr-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0011-JED-001-0001,0011-001,0011,regular,completed,11-Feb-2025,09:00,11-Feb-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0011-JED-001-0001,0011-001,0011,regular,completed,1-Jun-2025,09:00,1-Jun-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0011-JED-001-0001,0011-001,0011,regular,completed,30-Apr-2025,09:00,30-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0060-JED-001-0001,0060-001,0060,regular,completed,24-Jun-24,09:00,24-Jun-24,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0032-JED-001-0001,0032-001,0032,regular,completed,11-Feb-25,09:00,11-Feb-25,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0032-JED-001-0001,0032-001,0032,regular,completed,2-Sep-2024,09:00,2-Sep-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0032-JED-001-0001,0032-001,0032,regular,completed,31-Mar-2024,09:00,31-Mar-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0008-JED-001-0001,0008-001,0008,regular,completed,19-Apr-25,09:00,19-Apr-25,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0008-JED-001-0001,0008-001,0008,regular,completed,1-Apr-2024,09:00,1-Apr-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0002-JED-002-0002,0002-002,0002,regular,completed,23-Jan-2024,09:00,23-Jan-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0057-JED-001-0001,0057-001,0057,regular,completed,1-Apr-2024,09:00,1-Apr-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0028-JED-001-0001,0028-001,0028,regular,completed,21-Feb-25,09:00,21-Feb-25,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0028-JED-001-0001,0028-001,0028,regular,completed,1-May-2024,09:00,1-May-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0059-JED-001-0001,0059-001,0059,regular,completed,10-Jan-24,09:00,10-Jan-24,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0059-JED-001-0001,0059-001,0059,regular,completed,1-Jun-24,09:00,1-Jun-24,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0052-JED-001-0001,0052-001,0052,regular,completed,20-Mar-2024,09:00,20-Mar-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0040,0039-001,0039,regular,completed,11-Feb-2024,09:00,11-Feb-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,11-Feb-2024,09:00,11-Feb-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0030,0039-001,0039,regular,completed,1-Oct-2024,09:00,1-Oct-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0026-JED-002-0004,0026-001,0026,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-011-0045,0039-001,0039,regular,completed,25-Mar-2025,09:00,25-Mar-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-002-0004,0039-001,0039,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0035-JED-001-0001,0035-001,0035,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0026-JED-001-0003,0026-001,0026,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0026-JED-001-0002,0026-001,0026,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0034-JED-001-0001,0034-001,0034,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-002-0003,0039-001,0039,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0038-JED-001-0001,0038-001,0038,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0026-JED-002-0005,0026-001,0026,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0029,0039-001,0039,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0026-JED-002-0006,0026-001,0026,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-012-0046,0039-001,0039,regular,completed,25-May-25,09:00,25-May-25,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0031,0039-001,0039,regular,completed,11-Jul-2024,09:00,11-Jul-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-003-0008,0039-001,0039,regular,completed,25-May-25,09:00,25-May-25,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0028,0039-001,0039,regular,completed,11-Sep-2024,09:00,11-Sep-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-002-0005,0039-001,0039,regular,completed,2-Feb-2025,09:00,2-Feb-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-002-0003,0031-001,0031,regular,completed,4-May-2025,09:00,4-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-006-0011,0031-001,0031,regular,completed,7-May-2025,09:00,7-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-006-0014,0039-001,0039,regular,completed,7-May-2025,09:00,7-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0035,0039-001,0039,regular,completed,22-Oct-24,09:00,22-Oct-24,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-001-0002,0039-001,0039,regular,completed,8-Jan-2025,09:00,8-Jan-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0034,0039-001,0039,regular,completed,5-May-2025,09:00,5-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0003,0021-001,0021,regular,completed,19-Nov-2024,09:00,19-Nov-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0005,0021-001,0021,regular,completed,8-Jan-2025,09:00,8-Jan-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0001,0021-001,0021,regular,completed,5-May-2025,09:00,5-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0038,0039-001,0039,regular,completed,1-Dec-2024,09:00,1-Dec-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-007-0020,0039-001,0039,regular,completed,9-Jul-2024,09:00,9-Jul-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-013-0047,0039-001,0039,regular,completed,2-Jan-2025,09:00,2-Jan-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-010-0042,0039-001,0039,regular,completed,24-Mar-2025,09:00,24-Mar-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-001-0002,0031-001,0031,regular,completed,11-Aug-2024,09:00,11-Aug-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-008-0014,0031-001,0031,regular,completed,2-Jan-2025,09:00,2-Jan-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-007-0013,0031-001,0031,regular,completed,22-Mar-2025,09:00,22-Mar-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0002,0021-001,0021,regular,completed,23-Oct-24,09:00,23-Oct-24,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0004,0021-001,0021,regular,completed,11-Aug-2024,09:00,11-Aug-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0003,0021-001,0021,regular,completed,2-Jan-2025,09:00,2-Jan-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0005,0021-001,0021,regular,completed,22-Apr-2025,09:00,22-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0036,0039-001,0039,regular,completed,11-Feb-2024,09:00,11-Feb-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-008-0024,0039-001,0039,regular,completed,7-May-2025,09:00,7-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-007-0019,0039-001,0039,regular,completed,19-Jan-2025,09:00,19-Jan-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-010-0041,0039-001,0039,regular,completed,4-May-2025,09:00,4-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0037-JED-004-0008,0037-001,0037,regular,completed,4-May-2025,09:00,4-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-003-0005,0031-001,0031,regular,completed,4-May-2025,09:00,4-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0001,0021-001,0021,regular,completed,4-May-2025,09:00,4-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-007-0022,0039-001,0039,regular,completed,31-Oct-2024,09:00,31-Oct-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-007-0018,0039-001,0039,regular,completed,27-Oct-2024,09:00,27-Oct-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0037-JED-001-0001,0037-001,0037,regular,completed,31-Oct-2024,09:00,31-Oct-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-004-0007,0031-001,0031,regular,completed,8-Aug-2024,09:00,8-Aug-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0002,0021-001,0021,regular,completed,31-Oct-2024,09:00,31-Oct-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0004,0021-001,0021,regular,completed,8-Aug-2024,09:00,8-Aug-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0029-JED-002-0002,0029-001,0029,regular,completed,28-Apr-2025,09:00,28-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-008-0023,0039-001,0039,regular,completed,28-Apr-2025,09:00,28-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0037,0039-001,0039,regular,completed,18-Jan-25,09:00,18-Jan-25,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-007-0021,0039-001,0039,regular,completed,9-Feb-25,09:00,9-Feb-25,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0033,0039-001,0039,regular,completed,28-Apr-2025,09:00,28-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0037-JED-002-0003,0037-001,0037,regular,completed,25-Mar-2025,09:00,25-Mar-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0037-JED-003-0005,0037-001,0037,regular,completed,28-Apr-2025,09:00,28-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0039,0039-001,0039,regular,completed,28-Apr-2025,09:00,28-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0029-JED-001-0001,0029-001,0029,regular,completed,28-Apr-2025,09:00,28-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-005-0013,0039-001,0039,regular,completed,17-Sep-2024,09:00,17-Sep-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0027,0039-001,0039,regular,completed,28-Apr-2025,09:00,28-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0032,0039-001,0039,regular,completed,28-Apr-2025,09:00,28-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-009-0015,0031-001,0031,regular,completed,17-Sep-2024,09:00,17-Sep-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-MKA-001-0001,0031-001,0031,regular,completed,28-Apr-2025,09:00,28-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0003,0021-001,0021,regular,completed,28-Apr-2025,09:00,28-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-004-0009,0039-001,0039,regular,completed,28-Apr-2025,09:00,28-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0005,0021-001,0021,regular,completed,7-May-2025,09:00,7-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-007-0017,0039-001,0039,regular,completed,4-May-2025,09:00,4-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-YAN-001-0011,0039-001,0039,regular,completed,4-May-2025,09:00,4-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-MDN-002-0009,0031-001,0031,regular,completed,25-May-2025,09:00,25-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-MDN-001-0008,0031-001,0031,regular,completed,11-Jul-2024,09:00,11-Jul-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-TBK-001-0012,0031-001,0031,regular,completed,2-May-2025,09:00,2-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-TAF-001-0015,0039-001,0039,regular,completed,31-Oct-2024,09:00,31-Oct-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-YAN-001-0004,0031-001,0031,regular,completed,25-May-2025,09:00,25-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-TAF-001-0006,0031-001,0031,regular,completed,11-Sep-2024,09:00,11-Sep-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-TAF-003-0044,0039-001,0039,regular,completed,27-Apr-2025,09:00,27-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0029-JED-002-0002,0029-001,0029,regular,completed,27-Apr-2025,09:00,27-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-MDN-002-0007,0039-001,0039,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0030-JED-001-0001,0030-001,0030,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-TAF-002-0025,0039-001,0039,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-TBK-001-0026,0039-001,0039,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0029-JED-001-0001,0029-001,0029,regular,completed,27-Apr-2025,09:00,27-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-MKA-001-0001,0039-001,0039,regular,completed,26-Dec-2024,09:00,26-Dec-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-TBK-002-0043,0039-001,0039,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-BAH-001-0010,0039-001,0039,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0037-JED-005-0009,0037-001,0037,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-MDN-001-0006,0039-001,0039,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0029-JED-002-0002,0029-001,0029,regular,completed,27-Apr-2025,09:00,27-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-TAF-001-0016,0039-001,0039,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-MKA-002-0012,0039-001,0039,regular,completed,26-Sep-2024,09:00,26-Sep-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0040,0039-001,0039,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0024-JED-001-0002,0024-001,0024,regular,completed,27-Apr-2025,09:00,27-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0030,0039-001,0039,regular,completed,27-Apr-2025,09:00,27-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-011-0045,0039-001,0039,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-002-0004,0039-001,0039,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0001,0021-001,0021,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-002-0003,0039-001,0039,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0002,0021-001,0021,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0013-JED-001-0001,0013-001,0013,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-005-0010,0031-001,0031,regular,completed,24-Apr-2025,09:00,24-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0029,0039-001,0039,regular,completed,2-Jan-2025,09:00,2-Jan-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-012-0046,0039-001,0039,regular,completed,9-Feb-2025,09:00,9-Feb-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0031,0039-001,0039,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-002-0003,0031-001,0031,regular,completed,29-Apr-2025,09:00,29-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-006-0011,0031-001,0031,regular,completed,8-Apr-2025,09:00,8-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-001-0002,0031-001,0031,regular,completed,4-May-2025,09:00,4-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-003-0008,0039-001,0039,regular,completed,31-Oct-2024,09:00,31-Oct-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0037-TBK-001-0006,0037-001,0037,regular,completed,31-Oct-2024,09:00,31-Oct-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0030-JED-001-0001,0030-001,0030,regular,completed,13-Apr-2025,09:00,13-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-009-0028,0039-001,0039,regular,completed,17-Apr-2025,09:00,17-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0037-TAF-002-0007,0037-001,0037,regular,completed,13-Apr-2025,09:00,13-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-008-0014,0031-001,0031,regular,completed,13-Apr-2025,09:00,13-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0004,0021-001,0021,regular,completed,22-Sep-2024,09:00,22-Sep-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0003,0021-001,0021,regular,completed,23-Oct-2024,09:00,23-Oct-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0005,0021-001,0021,regular,completed,13-Apr-2025,09:00,13-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0013-JED-002-0002,0013-001,0013,regular,completed,13-Apr-2025,09:00,13-Apr-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-002-0005,0039-001,0039,regular,completed,4-May-2025,09:00,4-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0039-JED-006-0014,0039-001,0039,regular,completed,7-May-2025,09:00,7-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0037-ABH-001-0004,0037-001,0037,regular,completed,7-May-2025,09:00,7-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0029-JED-001-0001,0029-001,0029,regular,completed,7-May-2025,09:00,7-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0031-JED-007-0013,0031-001,0031,regular,completed,7-May-2025,09:00,7-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0021-JED-001-0001,0021-001,0021,regular,completed,7-May-2025,09:00,7-May-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0015-JAZ-001-0004,0015-004,0015,regular,completed,3-Jun-25,09:00,3-Jun-25,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0015-JED-001-0001,0015-001,0015,regular,completed,3-Jun-25,09:00,3-Jun-25,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0059-JED-001-0001,0059-001,0059,regular,completed,6-Feb-25,09:00,6-Feb-25,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0023-RAB-001-0001,0023-001,0023,regular,completed,25-Jun-2025,09:00,25-Jun-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0033-JED-009-0009,0033-009,0033,regular,completed,31-Dec-2024,09:00,31-Dec-2024,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
0063-JED-001-0001,0063-001,0063,regular,completed,8-Jan-2025,09:00,8-Jan-2025,11:30,150,,,,,,,,,,,,,,completed,passed,system-import
